storeName,storeAddress,storeTel,storeHours
義大,"高雄市大樹區學城路一段12號,高雄市,高雄市大樹區,840",(07)6569016,"一~五11:00AM-10:00PM
六~日10:00AM-10:00PM"
耕莘,"新北市新店區中正路348號B1~3F,新北市,新北市新店區,23148",(02)29103441,一~日9:00AM-11:00PM
臥龍,"台北市大安區和平東路二段365號,台北市,台北市大安區,10670",(02)23255321,一~日9:00AM-11:00PM
臨江,"台北市大安區光復南路704號,台北市,台北市大安區, ",(02)27007561,一~日9:00AM-2:00AM
自強,"台北市北投區自強街88號 & 92號,台北市,台北市北投區,11289",(02)28202156,一~日10:00AM-10:00PM
自由3,"高雄市左營區自由三路210號1-3樓,高雄市,高雄市左營區,81364",(07)3417360,一~日10:00AM-10:00PM
興中,"高雄市苓雅區興中一路377號,高雄市,高雄市苓雅區, ",(07)3317291,一~日10:00AM-11:00PM
興大,"台中市南區學府路65,67號,台中市,台中市南區,402  ",(04)22854422        ,一~日9:30AM-11:30PM
興業,"嘉義市西區仁愛路300號,嘉義市,嘉義市西區,600  ",(05)2254776         ,一~日9:00AM-10:30PM
興業西,"嘉義市西區興業西路328號,嘉義市,嘉義市西區,60058",(05)2351721,一~日10:00AM-10:00PM
花中,"花蓮縣花蓮市中山路551、553號1-4F,花蓮縣,花蓮縣花蓮市,970  ",(03)8321403  ,一~日9:00AM-11:00PM
花中二,"花蓮縣花蓮市中正路541號,花蓮縣,花蓮縣花蓮市,97061",(03)8330761,一~日10:00AM-11:00PM
花壇,"彰化縣花壇鄉中正路176號,彰化縣,彰化縣花壇鄉, ",(04)7870827,一~日10:00AM-10:00PM
花蓮,"花蓮縣花蓮市中山路209號,花蓮縣,花蓮縣花蓮市,970",(03)8338141,一~日9:00AM-11:00PM
苗栗,"苗栗縣苗栗市光復路45巷1號,苗栗縣,苗栗縣苗栗市,360  ",(037)330949         ,一~日9:00AM-11:00PM
苗農,"苗栗縣苗栗市中正路336號,苗栗縣,苗栗縣苗栗市,360  ",(037)373151         ,一~日10:00AM-10:00PM
草屯,"南投縣草屯鎮太平路二段262、264號,南投縣,南投縣草屯鎮,542",(049)2357842,一~日9:30AM-11:00PM
草衙,"高雄市前鎮區草衙二路393號1-3F,高雄市,高雄市前鎮區,806  ",(07)8158503         ,一~日9:00AM-11:00PM
莒光,"新北市板橋區莒光路33號1-4F,新北市,新北市板橋區,220",(02)22504416,一~日10:00AM-11:00PM
莒光2,"新北市中和區莒光路127號1-2樓,新北市,新北市中和區,235",(02)22258909,一~日10:00AM-11:30PM
華平,"台南市安平區慶平路289號1~2樓,台南市,台南市安平區,708",(06)2930411,一~日10:00AM-10:30PM
華新,"新北市中和區華新街95、97號1-2F,新北市,新北市中和區,235  ",(02)89416580        ,一~日10:00AM-11:00PM
華王,"高雄市鹽埕區五福四路55、57號,高雄市,高雄市鹽埕區,803",(07)5328478,一~日10:00AM-11:00PM
萬丹,"屏東縣萬丹鄉萬丹路一段176號,屏東縣,屏東縣萬丹鄉,913",(08)7760468,"一~四9:30AM-10:30PM
五~日9:30AM-11:00PM"
萬大,"台北市萬華區萬大路497號,台北市,台北市萬華區,108",(02)23379982,一~日9:00AM-11:00PM
藍田,"高雄市楠梓區藍田路288號,高雄市,高雄市楠梓區, ",(07)5912808,一~日10:00AM-10:00PM
藝文,"桃園市桃園區中正路1228,1230號,桃園市,桃園市桃園區,330  ",(03)3551180         ,一~日9:00AM-11:00PM
蘆中,"桃園市蘆竹區中山路59,61號,桃園市,桃園市蘆竹區,33850",(03)2121612,一~日9:00AM-10:30PM
蘆洲,"新北市蘆洲區長安街138號,新北市,新北市蘆洲區,247",(02)82813773,"日~四9:00AM-11:00PM
五~六10:00AM-12:00AM"
蘇澳,"宜蘭縣蘇澳鎮中山路一段78、80號1-2F,宜蘭縣,宜蘭縣蘇澳鎮,270  ",(03)9955489      ,一~日9:00AM-11:00PM
虎尾,"雲林縣虎尾鎮中正路141號,雲林縣,雲林縣虎尾鎮,632",(05)6320734,一~日9:00AM-11:00PM
裕民,"新北市土城區裕民路52號,新北市,新北市土城區,23663",(02)22600176,一~日10:00AM-11:00PM
裕誠,"高雄市左營區裕誠路413號、415號,高雄市,高雄市左營區,813  ",(07)5586550         ,一~日9:30AM-11:00PM
西園,"台北市萬華區西園路一段198號1-2F,台北市,台北市萬華區,108",(02)23368451,一~日12:00AM-12:00AM
西屯,"台中市西屯區西屯路二段16-1號1-2F,台中市,台中市西屯區,407",(04)23176008,一~日10:30AM-11:00PM
西螺,"雲林縣西螺鎮中山路167、169號1-3F,雲林縣,雲林縣西螺鎮,648  ",(05)5862832         ,"一~四9:30AM-11:00PM
五~日9:00AM-11:00PM"
西門,"台北市萬華區成都路15號,台北市,台北市萬華區,108",(02)23140833,一~日12:00AM-12:00AM
觀音,"桃園市觀音區大觀路二段163號B1-2F,桃園市,桃園市觀音區,328",(03)4836040,一~日9:30AM-10:30PM
誠品信,"台北市信義區松高路11號B2F,台北市,台北市信義區,11073",(02)27231815,"日~四11:00AM-10:00PM
五~六11:00AM-11:00PM"
誠品捷,"台北市中正區忠孝西路一段49號B1,台北市,台北市中正區,10041",(02)23612936,一~日7:30AM-10:30PM
誠品站,"台北市中正區忠孝西路一段47號,台北市,台北市中正區,10041",(02)23111901,一~日9:00AM-10:30PM
豐功,"台中市豐原區成功路148 & 150號,台中市,台中市豐原區,42053",(04)25120360,一~日10:00AM-10:00PM
豐原,"台中市豐原區中正路147號,台中市,台中市豐原區,420  ",(04)25254891        ,一~日10:00AM-11:00PM
赤崁,"台南市中西區成功路211號1-2樓,台南市,台南市中西區,70042",(06)2201759,一~日9:30AM-10:30PM
路竹,"高雄市路竹區大社路21、23號1-4F,高雄市,高雄市路竹區,821  ",(07)6964440         ,一~日9:00AM-10:45PM
輔仁,"新北市新莊區中正路516-2號,新北市,新北市新莊區,242",(02)29086821,一~日9:00AM-11:00PM
農安,"台北市中山區雙城街14號,台北市,台北市中山區,104  ",(02)25991826        ,一~日12:00AM-12:00AM
通化,"台北市大安區信義路四段296號1-2F,台北市,台北市大安區,110",(02)27050371,一~日12:00AM-12:00AM
通霄,"苗栗縣通霄鎮中正路82號,苗栗縣,苗栗縣通霄鎮,357",(037)762612,一~日10:00AM-10:30PM
逢甲,"台中市西屯區福星路427號,台中市,台中市西屯區,407  ",(04)24510153        ,一~日12:00AM-12:00AM
連城,"新北市中和區連城路351號1-2樓,新北市,新北市中和區,235",(02)22266179,一~日9:00AM-11:00PM
酒泉,"台北市大同區酒泉街70號1-2F,台北市,台北市大同區,103  ",(02)25973498        ,一~日9:30AM-11:30PM
里港,"屏東縣里港鄉中山路49、51號1-3F,屏東縣,屏東縣里港鄉,905",(08)7751285,一~日9:30AM-10:30PM
金城,"新北市土城區金城路三段1、3號,新北市,新北市土城區,236",(02)82601608,一~日12:00AM-12:00AM
金山,"新北市金山區中山路228、230號1-2F,新北市,新北市金山區,208",(02)24081107,一~日8:00AM-10:00PM
金華,"台南市南區金華路二段87號,台南市,台南市南區,702",(06)2916797,一~日10:00AM-11:00PM
金華2,"台南市中西區金華路三段88號1-2樓,台南市,台南市中西區,70055",(06)2223371,一~日10:00AM-10:30PM
金門,"金門縣金城鎮民生路35-2號35-3號,金門縣,金門縣金城鎮,893",(082)325549,一~日9:00AM-11:00PM
金門2,"金門縣金湖鎮中正路90號1-3樓,金門縣,金門縣金湖鎮,89142",(082)330282,
錦州,"台北市中山區錦州街448號1樓,台北市,台北市中山區,10478",(02)25015960,"一~五9:00AM-11:00PM
六~日9:30AM-11:00PM"
長壽,"新北市板橋區三民路二段97、99號B1-1樓,新北市,新北市板橋區,22069",(02)29530701,一~日10:00AM-10:30PM
長安東,"台北市中山區長安東路二段77號,台北市,台北市中山區,10455",(02)25151757,"一~五9:00AM-11:00PM
六~日10:00AM-11:00PM"
長庚,"桃園市龜山區復興一路80號,桃園市,桃園市龜山區,333  ",(03)2114704         ,一~日12:00AM-12:00AM
長庚大,"桃園市龜山區文化一路259號,桃園市,桃園市龜山區,33302",(03)211-8053,一~日12:00AM-9:00PM
長春,"台北市中山區長春路184號,台北市,台北市中山區,104",(02)25048416,一~日10:00AM-11:00PM
長榮,"新北市蘆洲區長榮路25號,新北市,新北市蘆洲區,247",(02)22885788,一~日9:00AM-11:00PM
開元,"台南市北區開元路517號1樓,台南市,台南市北區,70442",(06)2091801,一~日10:00AM-10:00PM
關廟,"台南市關廟區中山路一段640號,台南市,台南市關廟區,71844",(06)5965631,一~日10:00AM-10:00PM
關西,"新竹縣關西鎮中興路14號1-3F,新竹縣,新竹縣關西鎮,306  ",(03)5171871         ,一~日9:00AM-10:00PM
陽明,"新北市板橋區文化路一段280號,新北市,新北市板橋區,220",(02)22510986,一~日12:00AM-12:00AM
集美,"新北市三重區集美街103號,新北市,新北市三重區,24144",(02)29706861,一~日10:00AM-11:00PM
雙十,"新北市板橋區雙十路二段213,215,217,219號,新北市,新北市板橋區,220",(02)82528005,一~日9:00AM-11:00PM
雙連,"台北市中山區民生西路54號,台北市,台北市中山區,103  ",(02)25224551        ,一~日12:00AM-12:00AM
雲科,"雲林縣斗六市中山路300-1號,雲林縣,雲林縣斗六市,640  ",(05)5344185         ,一~日10:00AM-11:00PM
青年,"高雄市鳳山區青年路二段389號1-4F,高雄市,高雄市鳳山區,830  ",(07)7776428         ,一~日10:00AM-11:00PM
青海,"台中市西屯區青海路一段174號1-2F,台中市,台中市西屯區,407  ",(04)23179269        ,一~日10:00AM-11:00PM
靜修,"彰化縣員林鎮靜修路52-19號1-2樓,彰化縣,彰化縣員林鎮,51052",(04)8382621,一~日10:00AM-10:00PM
靜宜,"台中市沙鹿區台灣大道七段259號1-2樓,台中市,台中市沙鹿區,43342",(04)26329281,一~日10:00AM-10:30PM
頭份,"苗栗縣頭份鎮中正路159號,苗栗縣,苗栗縣頭份鎮,351",(037)670441,一~日10:00AM-10:30PM
頭城,"宜蘭縣頭城鎮青雲路三段165、167號1-3F,宜蘭縣,宜蘭縣頭城鎮,261",(03)9777332,一~日10:00AM-11:00PM
館前,"台北市中正區館前路18號1樓,台北市,台北市中正區,100",(02)23898169,一~日8:00AM-12:00AM
香山,"新竹市香山區經國路三段31號,新竹市,新竹市香山區,30056",(03)5390155,一~日10:00AM-10:00PM
高明,"高雄市三民區陽明路172、176號,高雄市,高雄市三民區,80773",(07)3802112,一~日10:00AM-10:00PM
高樹,"屏東縣高樹鄉南興路110號1-3F,屏東縣,屏東縣高樹鄉,906",(08)7961430,一~日8:30AM-10:00PM
鳳山,"高雄市鳳山區中山路120-1號1-2F,高雄市,高雄市鳳山區,830  ",(07)7450560         ,一~日9:00AM-12:00AM
鳳松,"高雄市鳳山區經武路229號1-2樓,高雄市,高雄市鳳山區,83041",(07)7198636,一~日10:00AM-10:00PM
鶯歌,"新北市鶯歌區建國路158號1-3F,新北市,新北市鶯歌區,239  ",(02)26774393        ,一~日9:00AM-11:00PM
鹽埔,"屏東縣鹽埔鄉維新路109-2號,屏東縣,屏東縣鹽埔鄉,907  ",(08)7934580         ,一~日10:00AM-9:30PM
鹽水,"台南市鹽水區朝琴路41、43號1-2F,台南市,台南市鹽水區,737  ",(06)6528506         ,一~日9:00AM-10:00PM
鹿港,"彰化縣鹿港鎮民族路99、101號,彰化縣,彰化縣鹿港鎮,505  ",(04)7782896         ,一~日9:30AM-10:00PM
麥寮,"雲林縣麥寮鄉中興路42號1-2F,雲林縣,雲林縣麥寮鄉,638",(05)6938520,一~日9:00AM-10:00PM
麻豆,"台南市麻豆區興中路96號,台南市,台南市麻豆區,721",(06)5727914,一~日9:00AM-10:30PM
黎新,"台中市南屯區黎明路一段1010、1010-1號1-4F,台中市,台中市南屯區,408  ",(04)23812910        ,一~日9:00AM-10:30PM
黎明,"台中市南屯區黎明路二段417號1-2F,台中市,台中市南屯區,408  ",(04)22519510        ,一~日10:00AM-11:00PM
龍岡,"桃園市中壢區龍東路219號,桃園市,桃園市中壢區,320",(03)4360617,一~日9:00AM-11:00PM
龍江,"台北市中山區龍江路283號,台北市,台北市中山區,104",(02)25162125,一~日9:30AM-11:00PM
龍江二,"台北市中山區龍江路356巷16號,台北市,台北市中山區,10492",(02)25012717,一~日9:30AM-10:30PM
龍泉,"台北市大安區師大路125號,台北市,台北市大安區,106",(02)23683013,一~日9:00AM-12:00AM
龍潭,"桃園市龍潭區中正路110號,桃園市,桃園市龍潭區,325",(03)4800157,一~日9:00AM-11:00PM
龍興,"桃園市龍潭區中興路279號1-2樓,桃園市,桃園市龍潭區,32042",(03)4992837,一~日10:00AM-10:00PM
龍華,"桃園市龜山區萬壽路一段298號1-2F,桃園市,桃園市龜山區,333  ",(02)82003973        ,一~日9:00AM-11:00PM
龜山,"桃園市龜山區中興路431-2、433號1-4F,桃園市,桃園市龜山區,333",(03)3193068,一~日9:00AM-11:00PM
